Protocol #	Country	Site #	Site Status	Site Enroll Status	PI Last Name	PI First Name	Account	Site Clin Complete - Actual	CTP Complete Date - Actual	Data Refresh Date
CA209-9GW	USA	7	Cancelled	Not Applicable	Patel	Sandip	UC San Diego Moores Cancer Ctr			12/7/2018
CA209-9GW	USA	11	Active	Completed	Tchekmedyian	Nishan	Pacific Shores Medical Group		6/7/2017 0:00	12/7/2018
CA209-9GY	France	1	Active	Recruiting	Schuck	Stephane	Kappa Sante		1/12/2018 0:00	12/7/2018
CA209-9H4	USA	1	Active	Not Applicable	Taylor	Fiona	Adelphi Values		4/12/2017 0:00	12/7/2018
CA209-9H6	Italy	1	Active	Not Applicable	Nuti	Marianna	Sapienza University Of Rome		12/15/2016 0:00	12/7/2018
CA209-9H8	USA	1	Active	Recruiting	Hanna	Nasser	Indiana University		9/15/2017 0:00	12/7/2018
CA209-9H9	France	1	Active	Recruiting	Gomez-Roca	Carlos-Alberto	IUCT Oncopole		6/21/2018 0:00	12/7/2018
CA209-9HC	France	1	Cancelled	Not Recruiting	Segui	Bruno	Cancer Research Center of Toulouse			12/7/2018
CA209-9HC	France	2	Active	Recruiting	Meyer	Nicolas	Institut Univ Cancer Toulouse		1/29/2018 0:00	12/7/2018
CA209-9HD	Israel	1	Active	Not Applicable	Peled	Nir	Rabin Medical Center		3/20/2018 0:00	12/7/2018
CA209-9HE	USA	1	Active	Recruiting	Harrison	Michael	Duke Cancer Institute		11/1/2018 0:00	12/7/2018
CA209-9HJ	USA	1	Active	Recruiting	Griffiths	Elizabeth	Roswell Park Cancer Institute		10/18/2017 0:00	12/7/2018
CA209-9HN	USA	1	Active	Recruiting	Awad	Mark	Dana Farber Cancer Institute		1/29/2018 0:00	12/7/2018
CA209-9HN	USA	2	Active	Recruiting	Rangachari	Deepa	Beth Israel Deaconess Medical Center (BIDMC)		5/17/2018 0:00	12/7/2018
CA209-9HP	USA	1	Active	Recruiting	Zinner	Ralph	Thomas Jefferson University		11/20/2017 0:00	12/7/2018
CA209-9HP	USA	2	Active	Not Applicable	Gilman	Paul	Lankenau Medical Center		4/13/2018 0:00	12/7/2018
CA209-9HP	USA	3	Active	Not Applicable	Sundermeyer	Mark	Abington Hospital		3/1/2018 0:00	12/7/2018
CA209-9HR	France	1	Active	Recruiting	Morin	Franck	French Cooperative Thoracic Intergroup (IFCT)		5/4/2018 0:00	12/7/2018
CA209-9HT	USA	1	Active	Not Applicable	Dey	Mahua	Indiana University		1/23/2017 0:00	12/7/2018
CA209-9HU	USA	1	Active	Recruiting	Pili	Roberto	Indiana University		5/31/2018 0:00	12/7/2018
CA209-9HX	Spain	1	Active	Recruiting	Arranz	Jose Angel	Hospital General Universitario Gregorio Maranon		11/23/2018 0:00	12/7/2018
CA209-9HY	USA	1	Active	Not Applicable	Gauthier	Aline	Amaris Corporation		2/23/2017 0:00	12/7/2018
CA209-9J6	USA	1	Active	Recruiting	Reiss Binder	Kim	University Of Pennsylvania		12/18/2017 0:00	12/7/2018
CA209-9J8	United Kingdom	1	Active	Recruiting	Hareendran	Asha	EVIDERA		2/24/2017 0:00	12/7/2018
CA209-9J9	Netherlands	1	Active	Recruiting	De Ruysscher	Dirk	Maastro Clinic		7/4/2017 0:00	12/7/2018
CA209-9JA	USA	1	Active	Recruiting	Creelan	Benjamin	H. Lee Moffitt Cancer Center		8/22/2017 0:00	12/7/2018
CA209-9JA	USA	2	Selected	Not Recruiting	Creelan	Benjamin	University of Florida Health			12/7/2018
CA209-9JC	Brazil	1	Active	Recruiting	Munhoz	Rodrigo	Instituto do Cancer do Estado de Sao Paulo ICESP		3/26/2018 0:00	12/7/2018
CA209-9JC	Brazil	2	Planned	Not Recruiting	de Azevedo	Sergio	Hospital De Clinicas De Porto Alegre			12/7/2018
CA209-9JC	Brazil	3	Planned	Not Recruiting	Henrique dos Anjos	Carlos	Hospital Sirio Libanes			12/7/2018
CA209-9JC	Brazil	4	Planned	Not Recruiting	Franke	Fabio	Hospital de Caridade de Ijui			12/7/2018
CA209-9JC	Brazil	5	Planned	Not Recruiting	Wainstein	Alberto	Hospital Alberto Cavalcanti			12/7/2018
CA209-9JD	Italy	1	Active	Recruiting	Avallone	Antonio	Istituto Nazionale Tumori - IRCCS Fondazione G.Pascale		2/2/2018 0:00	12/7/2018
CA209-9JD	Italy	2	Cancelled	Not Recruiting	Avallone	Antonio	Istituto Nazionale Tumori Fondazione Pascale			12/7/2018
CA209-9JE	USA	1	Active	Recruiting	Chi	Andrew	NYU School of Medicine		1/29/2018 0:00	12/7/2018
CA209-9JJ	USA	1	Active	Not Applicable	Cahill	Nate	Adelphi Values		4/19/2017 0:00	12/7/2018
CA209-9JL	USA	1	Active	Recruiting	Hann	Christine	Johns Hopkins University		1/24/2018 0:00	12/7/2018
CA209-9JM	France	1	Active	Not Applicable	Idbaih	Ahmed	Institut du Cerveau et de la Moelle epiniere ICM		12/15/2016 0:00	12/7/2018
CA209-9JN	Germany	1	Active	Recruiting	Reck	Martin	LungenClinic Grosshansdorf GmbH		12/21/2017 0:00	12/7/2018
CA209-9JT	USA	1	Active	Not Applicable	Hoover	Chaundra	Kantar Health		4/13/2017 0:00	12/7/2018
CA209-9JU	USA	1	Active	Recruiting	Hofmeister	Craig	Emory University		8/2/2018 0:00	12/7/2018
CA209-9JX	USA	1	Active	Recruiting	Tolaney	Sara	Dana-Farber Cancer Institute		12/5/2017 0:00	12/7/2018
CA209-9JX	USA	2	Active	Recruiting	Tolaney	Sara	Beth Israel Deaconess Medical Center		2/2/2018 0:00	12/7/2018
CA209-9JX	USA	3	Active	Recruiting	Lo	Kwokming	Bennett Cancer Center		3/29/2018 0:00	12/7/2018
CA209-9JX	USA	4	Active	Recruiting	Lucas	Zarah	Eastern Maine Medical Center		9/6/2018 0:00	12/7/2018
CA209-9JX	USA	5	Active	Recruiting	Wesolowski	Robert	Ohio State University		9/12/2018 0:00	12/7/2018
CA209-9K7	USA	1	Active	Recruiting	Khan	Nadia	Fox Chase Cancer Center		2/23/2018 0:00	12/7/2018
CA209-9KA	USA	1	Active	Not Applicable	Buchner	Hannes	Staburo GMBH		3/20/2017 0:00	12/7/2018
CA209-9KD	Argentina	42	Active	Recruiting	Sade	Juan	Instituto Medico Especializado Alexander Fleming		6/27/2018 0:00	12/7/2018
CA209-9KD	Argentina	43	Active	Recruiting	Minatta	Jose	Hospital Italiano De Buenos Aires		6/27/2018 0:00	12/7/2018
CA209-9KD	Argentina	44	Active	Recruiting	Korbenfeld	Ernesto	Hospital Britanico De Buenos Aires		6/27/2018 0:00	12/7/2018
CA209-9KD	Argentina	52	Selected	Not Recruiting	Batagelj	Emilio	Hospital Militar Central			12/7/2018
CA209-9KD	Argentina	62	Active	Recruiting	Richardet	Martin	Instituto Oncologico De Cordoba		11/7/2018 0:00	12/7/2018
CA209-9KD	Australia	13	Active	Recruiting	Weickhardt	Andrew	Austin Hospital		5/2/2018 0:00	12/7/2018
CA209-9KD	Australia	14	Active	Recruiting	Goh	Jeffrey	ICON Cancer Center		5/28/2018 0:00	12/7/2018
CA209-9KD	Australia	15	Active	Recruiting	Horvath	Lisa	Chris O'Brien Lifehouse		6/1/2018 0:00	12/7/2018
CA209-9KD	Australia	16	Active	Recruiting	Hocking	Christopher	Lyell McEwin Hospital		5/25/2018 0:00	12/7/2018
CA209-9KD	Australia	17	Active	Recruiting	Gurney	Howard	Westmead Hospital		5/14/2018 0:00	12/7/2018
CA209-9KD	Australia	50	Active	Recruiting	Kwan	Edmond	Monash Medical Centre Clayton		4/27/2018 0:00	12/7/2018
CA209-9KD	Brazil	18	Active	Recruiting	Franke	Fabio	Associacao Hospital de Caridade Ijui		6/18/2018 0:00	12/7/2018
CA209-9KD	Brazil	19	Active	Recruiting	Rosa	Diogo	Instituto COI de Educacao e Pesquisa		6/21/2018 0:00	12/7/2018
CA209-9KD	Brazil	20	Active	Recruiting	Padua	Charles	Cetus Hospital Dia Oncologia		7/16/2018 0:00	12/7/2018
CA209-9KD	Brazil	21	Active	Recruiting	Roithmann	Sergio	Hospital Moinhos de Vento		7/12/2018 0:00	12/7/2018
CA209-9KD	Brazil	22	Active	Recruiting	Sasse	Andre	Radium Instituto de Oncologia		7/11/2018 0:00	12/7/2018
CA209-9KD	Brazil	23	Cancelled	Not Recruiting	Moreno	Andre	Nucleo de Pesquisa em Oncologia			12/7/2018
CA209-9KD	Brazil	71	Active	Recruiting	Cardoso	Ana Paula	Hospital Israelita Albert Einstein		8/23/2018 0:00	12/7/2018
CA209-9KD	Brazil	73	Active	Recruiting	Dzik	Carlos	Hospital Sirio Libanes		7/16/2018 0:00	12/7/2018
CA209-9KD	Brazil	74	Active	Recruiting	Murad	Andre	PERSONAL Oncologia de Precisao e Personalizada		9/12/2018 0:00	12/7/2018
CA209-9KD	Brazil	75	Active	Recruiting	Vianna	Karina	CIONC		7/24/2018 0:00	12/7/2018
CA209-9KD	Canada	55	Active	Recruiting	Hotte	Sebastien	Juravinski Cancer Center		7/16/2018 0:00	12/7/2018
CA209-9KD	Canada	56	Active	Recruiting	Lacombe	Louis	CHU de Quebec - Universite Laval		5/31/2018 0:00	12/7/2018
CA209-9KD	Canada	57	Cancelled	Not Recruiting	North	Scott	Cross Cancer Institute			12/7/2018
CA209-9KD	Canada	58	Cancelled	Not Recruiting	Fleshner	Neil	Princess Margaret Cancer Centre			12/7/2018
CA209-9KD	Canada	59	Active	Recruiting	Abdelsalam	Mahmoud	The Moncton Hospital		7/16/2018 0:00	12/7/2018
CA209-9KD	Canada	60	Cancelled	Not Recruiting	Gray	Samantha	Saint John Regional Hospital			12/7/2018
CA209-9KD	Canada	63	Selected	Not Recruiting	Chi	Kim	British Columbia Cancer Agency			12/7/2018
CA209-9KD	Canada	66	Active	Recruiting	Saad	Fred	Centre Hospitalier De L'Universite De Montreal		7/16/2018 0:00	12/7/2018
CA209-9KD	Canada	67	Active	Recruiting	Ellard	Susan	BC Cancer - Kelowna		11/2/2018 0:00	12/7/2018
CA209-9KD	Chile	34	Active	Recruiting	Aren Frontera	Osvaldo	Bradford Hill Centro de Investigaciones Clinicas		6/27/2018 0:00	12/7/2018
CA209-9KD	Chile	51	Active	Recruiting	Gonzalez Mella	Pablo	Instituto Oncologico		6/21/2018 0:00	12/7/2018
CA209-9KD	Colombia	26	Active	Recruiting	Correa	Jose	Hospital Pablo Tobon Uribe		11/20/2018 0:00	12/7/2018
CA209-9KD	Colombia	27	Selected	Not Recruiting	Oviedo Martinez	Fernando Luis	Oncomedica  S. A.			12/7/2018
CA209-9KD	Colombia	28	Selected	Not Recruiting	Rojas	Luis	Administradora Del Country S.A. - Clinica Del Country			12/7/2018
CA209-9KD	France	29	Active	Recruiting	Fizazi	Karim	Institut Gustave Roussy		5/3/2018 0:00	12/7/2018
CA209-9KD	France	30	Active	Recruiting	Gravis	Gwenaelle	Institut Paoli-Calmettes		11/7/2018 0:00	12/7/2018
CA209-9KD	France	31	Active	Recruiting	Flechon	Aude	Centre Leon Berard		5/25/2018 0:00	12/7/2018
CA209-9KD	France	32	Active	Recruiting	Mahammedi	Hakim	Centre Jean Perrin		5/4/2018 0:00	12/7/2018
CA209-9KD	France	33	Active	Recruiting	Thiery-Vuillemin	Antoine	Chu Jean Minjoz		5/25/2018 0:00	12/7/2018
CA209-9KD	Germany	1	Active	Recruiting	Hadaschik	Boris	Universitaetsklinikum Essen		5/17/2018 0:00	12/7/2018
CA209-9KD	Germany	2	Active	Recruiting	Grimm	Marc-Oliver	Universitaetsklinikum Jena		6/14/2018 0:00	12/7/2018
CA209-9KD	Germany	3	Not Selected	Not Recruiting	van Essen	Julius	Universitaetsklinikum Aachen			12/7/2018
CA209-9KD	Germany	4	Active	Recruiting	Gruellich	Carsten	Uniklinik Heidelberg		4/26/2018 0:00	12/7/2018
CA209-9KD	Germany	5	Not Selected	Not Recruiting	Heidenreich	Axel	Universitaetsklinik Koeln			12/7/2018
CA209-9KD	Germany	6	Active	Recruiting	Strauss	Arne	Universitaetsmedizin Goettingen		4/26/2018 0:00	12/7/2018
CA209-9KD	Germany	7	Active	Recruiting	Heymanns	Jochen	Praxisklinik Fuer Haematologie Und Onkologie		6/14/2018 0:00	12/7/2018
CA209-9KD	Germany	64	Active	Recruiting	Retz	Margitta	Klinikum rechts der Isar der Technischen Universitat Munchen		5/16/2018 0:00	12/7/2018
CA209-9KD	Mexico	25	Active	Recruiting	Espinoza Guerrero	Xavier Abraham	Centro para el Desarrollo de la Medicina y de Asistencia Medica Especializada S.		5/8/2018 0:00	12/7/2018
CA209-9KD	Mexico	48	Active	Recruiting	Vazquez Limon	Juan	Instituto Jalisciense De Cancerologia		6/5/2018 0:00	12/7/2018
CA209-9KD	Mexico	54	Active	Recruiting	Sanchez Lopez	Hector Manuel	Hospital Aranda De La Parra		6/13/2018 0:00	12/7/2018
CA209-9KD	Mexico	61	Active	Recruiting	Morgan Villela	Gilberto	Morgan Oncologia Privada		6/5/2018 0:00	12/7/2018
CA209-9KD	Spain	45	Active	Recruiting	Castellano	Daniel	Hosp Univer 12 De Octubre		3/28/2018 0:00	12/7/2018
CA209-9KD	Spain	46	Active	Recruiting	Perez Gracia	Jose Luis	Clinica Universitaria De Navarra		3/16/2018 0:00	12/7/2018
CA209-9KD	Spain	47	Active	Recruiting	Perez Valderrama	Begona	Hospital Universitario Virgen Del Rocio		3/28/2018 0:00	12/7/2018
CA209-9KD	USA	8	Cancelled	Not Recruiting	Ryan	Charles	Ucsf Helen Diller Family Comprehensive Cancer Center			12/7/2018
CA209-9KD	USA	9	Active	Recruiting	McCune	Steven	"Northwest Georgia Oncology Centers, P.C."		3/16/2018 0:00	12/7/2018
CA209-9KD	USA	10	Active	Recruiting	Young	David	Desert Hematology Oncology Medical Group		1/12/2018 0:00	12/7/2018
CA209-9KD	USA	11	Active	Recruiting	Pachynski	Russell	Washington University School Of Medicine		2/6/2018 0:00	12/7/2018
CA209-9KD	USA	12	Active	Recruiting	Heath	Elisabeth	Karmanos Cancer Center		11/20/2018 0:00	12/7/2018
CA209-9KD	USA	24	Active	Recruiting	Curti	Brendan	Providence Portland Medical Center		4/25/2018 0:00	12/7/2018
CA209-9KD	USA	35	Active	Recruiting	Hauke	Ralph	Oncology Hematology West P.C. dba Nebraska Cancer Specialists		1/17/2018 0:00	12/7/2018
CA209-9KD	USA	36	Active	Recruiting	Meshad	Michael	Southern Cancer Center Pc		1/2/2018 0:00	12/7/2018
CA209-9KD	USA	37	Active	Recruiting	Muina	Antonio	Baptist Health Medical Group Oncology		6/7/2018 0:00	12/7/2018
CA209-9KD	USA	38	Active	Recruiting	Shaffer	David	"New York Oncology Hematology, P.C."		12/15/2017 0:00	12/7/2018
CA209-9KD	USA	39	Active	Recruiting	Chong	Daniel	"Virginia Cancer Care Specialist, PC"		8/16/2018 0:00	12/7/2018
CA209-9KD	USA	40	Active	Recruiting	Agrawal	Manish	"Maryland Oncology Hematology, P.A."		1/8/2018 0:00	12/7/2018
CA209-9KD	USA	41	Active	Recruiting	Armstrong	Andrew	Duke University		8/3/2018 0:00	12/7/2018
CA209-9KD	USA	49	Active	Recruiting	Petrylak	Daniel	Yale University School Of Medicine		9/11/2018 0:00	12/7/2018
CA209-9KD	USA	53	Active	Recruiting	Khalil	Maged	Lehigh Valley Health Network		4/16/2018 0:00	12/7/2018
CA209-9KD	USA	65	Active	Recruiting	Kalebasty	Arash Rezazadeh	Norton Cancer Institute		7/26/2018 0:00	12/7/2018
CA209-9KD	USA	68	Active	Recruiting	Stein	Mark	Columbia University Medical Center (Cumc)		11/27/2018 0:00	12/7/2018
CA209-9KD	USA	69	Active	Recruiting	Baker	Justin	"Jackson Oncology Associates, Pllc"		6/22/2018 0:00	12/7/2018
CA209-9KD	USA	70	Selected	Not Recruiting	Gignac	Gretchen	Boston Medical Center			12/7/2018
CA209-9KD	USA	72	Active	Recruiting	Sartor	A. Oliver	Tulane University		10/23/2018 0:00	12/7/2018
CA209-9KD	USA	76	Cancelled	Not Recruiting	Gupta	Shilpa	University of Minnesota			12/7/2018
CA209-9KF	USA	1	Active	Not Applicable	Dibonaventura	Marco	"IPSOS-Insights, LLC"		6/1/2017 0:00	12/7/2018
CA209-9KG	Germany	1	Active	Recruiting	Al-Batran	Salah-Eddin	Krankenhaus Nordwest		7/31/2018 0:00	12/7/2018
CA209-9KH	Czech Republic	1	Active	Recruiting	Vosmik	Milan	Fakultni Nemocnice Hradec Kralove		9/5/2018 0:00	12/7/2018
CA209-9KJ	Australia	1	Active	Recruiting	Goldstein	David	Prince Of Wales Hospital		10/18/2017 0:00	12/7/2018
CA209-9KJ	Australia	2	Active	Recruiting	Brown	Michael	Royal Adelaide Hospital		1/29/2018 0:00	12/7/2018
CA209-9KJ	Australia	3	On Hold	Not Recruiting	Pavlakis	Nick	Royal North Shore Hospital			12/7/2018
CA209-9KJ	Australia	4	On Hold	Not Recruiting	Grimison	Peter	Chris O'Brien Lifehouse			12/7/2018
CA209-9KJ	Australia	5	Active	Recruiting	Haydon	Andrew	Alfred Hospital		10/8/2018 0:00	12/7/2018
CA209-9KJ	Australia	6	Planned	Not Recruiting	Burge	Matthew	Royal Brisbane & Womens Hospital			12/7/2018
CA209-9KJ	Australia	7	Planned	Not Recruiting	Ransom	David	Fiona Stanley Hospital			12/7/2018
CA209-9KK	Germany	1	Active	Recruiting	Vogel	Arndt	Medizinische  Hochschule Hannover		5/14/2018 0:00	12/7/2018
CA209-9KL	USA	1	Active	Recruiting	Blum Murphy	Mariela	The University Of Texas MD Anderson Cancer Center		11/26/2018 0:00	12/7/2018
CA209-9KM	USA	1	Active	Recruiting	Kelley	Robin	Ucsf		2/12/2018 0:00	12/7/2018
CA209-9KN	USA	1	Active	Recruiting	Chiappori	Alberto	Moffitt Cancer Center		3/29/2018 0:00	12/7/2018
CA209-9KP	Ireland	1	Active	Not Applicable	Leek	Delia	PAREXEL International (IRL) Limited		4/12/2017 0:00	12/7/2018
CA209-9KU	USA	1	Active	Recruiting	Lee	Chung-Han	Memorial Sloan Kettering Cancer Center		7/30/2018 0:00	12/7/2018
CA209-9KW	France	1	Active	Recruiting	Bourhis	Jean	Gustave Roussy Institute		8/24/2018 0:00	12/7/2018
CA209-9KY	USA	1	Active	Recruiting	Saba	Nabil	Emory University		6/14/2018 0:00	12/7/2018
CA209-9L3	Brazil	1	Active	Recruiting	Coelho	Juliano	Latin American Cooperative Oncology Group		4/5/2018 0:00	12/7/2018
CA209-9L3	Brazil	2	Planned	Not Recruiting	Santos Borges	Giuliano	Centro De Novos Tratamentos Itajai			12/7/2018
CA209-9L4	USA	1	Active	Recruiting	Laheru	Daniel	Johns Hopkins		1/9/2018 0:00	12/7/2018
CA209-9L6	USA	1	Active	Recruiting	Azad	Nilofer	John Hopkins		10/9/2017 0:00	12/7/2018
CA209-9L7	USA	1	Active	Not Applicable	Tate	Elaine	BresMed Health Solutions Ltd.		5/8/2017 0:00	12/7/2018
CA209-9L8	USA	1	Active	Not Applicable	Potluri	Ravi	Smart Analyst Inc		3/21/2017 0:00	12/7/2018
CA209-9LA	Argentina	14	Active	Recruiting	Martin	Claudio	Instituto Alexander Fleming		1/16/2018 0:00	12/7/2018
CA209-9LA	Argentina	26	Active	Recruiting	Kowalyszyn	Ruben	Clinica Viedma S.A.		4/4/2018 0:00	12/7/2018
CA209-9LA	Argentina	27	Active	Recruiting	Martinengo	Gaston Lucas	Sanatorio Parque		6/20/2018 0:00	12/7/2018
CA209-9LA	Argentina	28	Active	Recruiting	Lingua	Alejo	Instituto Medico Rio Cuarto S.A.		2/28/2018 0:00	12/7/2018
CA209-9LA	Argentina	30	Active	Recruiting	Richardet	Eduardo	Instituto Oncologico De Cordoba		2/6/2018 0:00	12/7/2018
CA209-9LA	Argentina	126	Selected	Not Recruiting	Lupinacci	Lorena	Hospital Italiano De Buenos Aires			12/7/2018
CA209-9LA	Australia	36	Active	Recruiting	John	Thomas	Austin Hospital		3/28/2018 0:00	12/7/2018
CA209-9LA	Australia	37	Cancelled	Not Recruiting	Millward	Michael	Sir Charles Gairdner Hospital			12/7/2018
CA209-9LA	Australia	38	Cancelled	Not Recruiting	Joshi	Rohit	Lyell McEwin Hospital			12/7/2018
CA209-9LA	Australia	39	Not Selected	Not Recruiting	Nagrial	Adnan	Blacktown Hospital			12/7/2018
CA209-9LA	Australia	40	Active	Recruiting	Karapetis	Christos	Flinders Medical Centre		4/19/2018 0:00	12/7/2018
CA209-9LA	Australia	78	Active	Recruiting	Feeney	Kynan	St John of God Murdoch Hospital		1/22/2018 0:00	12/7/2018
CA209-9LA	Australia	86	Active	Recruiting	Chan	Matthew	Gosford Hospital		4/26/2018 0:00	12/7/2018
CA209-9LA	Australia	89	Active	Recruiting	Parente	Phillip	Box Hill Hospital		4/23/2018 0:00	12/7/2018
CA209-9LA	Belgium	1	Active	Recruiting	Demedts	Ingel	AZ Delta		12/22/2017 0:00	12/7/2018
CA209-9LA	Belgium	2	Active	Recruiting	Colinet	Benoit	Grand Hopital De Charleroi		12/22/2017 0:00	12/7/2018
CA209-9LA	Belgium	33	Active	Recruiting	Vansteenkiste	Johan	Universitaire Ziekenhuizen Leuven Gasthuisberg		12/22/2017 0:00	12/7/2018
CA209-9LA	Brazil	63	Active	Recruiting	Franke	Fabio	Associacao Hospital de Caridade Ijui		3/22/2018 0:00	12/7/2018
CA209-9LA	Brazil	64	Active	Recruiting	Marchi	Pedro	Fundacao Pio Xii Hosp Cancer De Barretos		4/2/2018 0:00	12/7/2018
CA209-9LA	Brazil	65	Active	Recruiting	Girotto	Gustavo	Hospital De Base De Sao Jose Do Rio Preto		3/7/2018 0:00	12/7/2018
CA209-9LA	Brazil	66	Active	Recruiting	Santos	Victor	Inca - Instituto Nacional Do Cancer		4/5/2018 0:00	12/7/2018
CA209-9LA	Brazil	67	Active	Recruiting	De Menezes	Juliana	Hospital Nossa Senhora Da Conceicao		4/16/2018 0:00	12/7/2018
CA209-9LA	Brazil	68	Active	Recruiting	Matias	Danielli	Liga Norte Riograndense Contra O Cancer		4/9/2018 0:00	12/7/2018
CA209-9LA	Brazil	69	Active	Recruiting	Reichow	Sandro	Clinica de Oncologia Reichow		4/2/2018 0:00	12/7/2018
CA209-9LA	Brazil	70	Active	Recruiting	Prado	Gustavo	Hospital Alemao Oswaldo Cruz		3/29/2018 0:00	12/7/2018
CA209-9LA	Canada	80	Active	Recruiting	Marquis	Katerine	CISSS du Bas-Saint-Laurent Hopital Regional de Rimouski		2/27/2018 0:00	12/7/2018
CA209-9LA	Canada	81	Cancelled	Cancelled	Diaconescu	Razvan	Hopital Du Sacre-Coeur De Montreal			12/7/2018
CA209-9LA	Canada	82	Active	Recruiting	Owen	Scott	Mcgill University Health Center - Royal Victoria Hospital		3/19/2018 0:00	12/7/2018
CA209-9LA	Canada	83	Active	Recruiting	Cohen	Victor	Jewish General Hospital		2/21/2018 0:00	12/7/2018
CA209-9LA	Canada	90	Active	Recruiting	Dionne	Jean-Luc	CIUSSS de l'Est-de-L'Ile-de-Montreal - Hopital Maisonneuve-Rosemont		4/17/2018 0:00	12/7/2018
CA209-9LA	Chile	59	Active	Recruiting	Salman	Pamela	Fundacion Arturo Lopez Perez		3/21/2018 0:00	12/7/2018
CA209-9LA	Chile	79	Active	Recruiting	Acevedo Gaete	Alejandro Andres	HOSPITAL CLINICO VINA DEL MAR		3/16/2018 0:00	12/7/2018
CA209-9LA	Chile	84	Active	Recruiting	Aren Frontera	Osvaldo	Bradford Hill Centro de Investigaciones Clinicas		3/16/2018 0:00	12/7/2018
CA209-9LA	China	106	Active	Recruiting	Cheng	Ying	Jilin Cancer Hospital		7/17/2018 0:00	12/7/2018
CA209-9LA	China	107	Not Selected	Not Recruiting	Chen	Gongyan	Affiliated Cancer Hospital of Haerbin Medical University			12/7/2018
CA209-9LA	China	108	Active	Recruiting	Zhang	Helong	Tangdu Hospital		7/30/2018 0:00	12/7/2018
CA209-9LA	China	109	Planned	Not Recruiting	Chang	Jianhua	Fudan University Shanghai Cancer Center			12/7/2018
CA209-9LA	China	110	Selected	Not Recruiting	Ying	Kejing	Sir Run Run Shaw Hospital			12/7/2018
CA209-9LA	China	111	Active	Recruiting	Yu	Xinmin	Zhejiang Cancer Hospital		8/28/2018 0:00	12/7/2018
CA209-9LA	China	112	Selected	Not Recruiting	Lu	Shun	Shanghai Chest Hospital			12/7/2018
CA209-9LA	China	113	Active	Recruiting	Liang	Jun	Peking University International Hospital		11/22/2018 0:00	12/7/2018
CA209-9LA	China	120	Planned	Not Recruiting	Li	Xingya	The 1st Affiliated Hospital Of Zhengzhou University			12/7/2018
CA209-9LA	China	121	Planned	Not Recruiting	Song	Yong	Nanjing General Hospital			12/7/2018
CA209-9LA	China	122	Planned	Not Recruiting	Han	Baohui	Shanghai Chest Hospital			12/7/2018
CA209-9LA	China	123	Planned	Not Recruiting	Pan	Yueyin	Anhui Provincial Hospital			12/7/2018
CA209-9LA	China	124	Planned	Not Recruiting	Lu	You	"West China Hospital, Sichuan University"			12/7/2018
CA209-9LA	China	125	Planned	Not Recruiting	Wang	Dong	Daping Hospital & Third Military Medical University			12/7/2018
CA209-9LA	France	9	Active	Recruiting	Perol	Maurice	Centre Leon Berard		11/27/2017 0:00	12/7/2018
CA209-9LA	France	10	Active	Recruiting	Souquet	Pierre-Jean	Centre Hospitalier Lyon Sud		1/23/2018 0:00	12/7/2018
CA209-9LA	France	11	Active	Recruiting	Cadranel	Jacques	Hopital Tenon		12/11/2017 0:00	12/7/2018
CA209-9LA	France	12	Active	Recruiting	Pujol	Jean-Louis	Chu Arnaud De Villeneuve		12/8/2017 0:00	12/7/2018
